filename,size paramter of equivalent volume sphere,wavelength (m),extinction efficiency,scattering efficiency,average geometrical cross section (m^2),volume (m^3),maximum distance from the center of mass (m),single scattering albedo,asymmetry factor
MTC_vo_00729_1_fd_000104,8.96651E+00,7.29300E-07,2.68607E+00,2.68607E+00,4.74578E-12,4.70265E-18,1.90358E-06,1.00000E+00,8.43531E-01
MTC_vo_00729_2_g2_000756,6.51993E+01,7.29000E-07,2.05420E+00,2.05413E+00,2.46490E-10,1.81320E-15,1.36940E-05,9.99968E-01,7.54325E-01
MTC_vo_00729_3_g1_071587,6.17005E+03,7.29000E-07,2.00305E+00,2.00211E+00,3.79250E-06,1.53670E-09,2.56490E-03,9.99528E-01,7.26572E-01
MSC_vo_01035_m01_fd_0020,1.22912E+01,1.03500E-06,2.41462E+00,2.41454E+00,1.79638E-11,3.46291E-17,3.70632E-06,9.99964E-01,8.15452E-01
MSC_vo_01035_m02_g2_0538,3.26682E+02,1.03500E-06,2.02243E+00,2.01967E+00,1.24990E-08,6.52730E-13,9.74020E-05,9.98633E-01,7.68900E-01
MSC_vo_01035_m01_fd_0010,6.31129E+00,1.03500E-06,2.61863E+00,2.61859E+00,4.73576E-12,4.68736E-18,1.89434E-06,9.99984E-01,8.70860E-01
MSC_vo_01035_m01_fd_0028,1.69577E+01,1.03500E-06,2.29751E+00,2.29738E+00,3.42468E-11,9.09506E-17,5.10649E-06,9.99946E-01,8.00487E-01
MSC_vo_01035_m03_g1_1205,7.31731E+02,1.03500E-06,2.01281E+00,2.00833E+00,7.84920E-08,7.33520E-12,2.81100E-04,9.97775E-01,7.50800E-01
MSC_vo_01035_m03_g1_2020,1.22601E+03,1.03500E-06,2.00908E+00,2.00330E+00,3.02810E-07,3.45020E-11,7.23800E-04,9.97120E-01,7.30900E-01
MSC_vo_01035_m03_g1_1660,1.00798E+03,1.03500E-06,2.01035E+00,2.00507E+00,1.74340E-07,1.91740E-11,4.69800E-04,9.97372E-01,7.40300E-01
MSC_vo_01035_m01_fd_0005,3.32665E+00,1.03500E-06,1.10447E+00,1.10445E+00,1.31557E-12,6.86299E-19,1.00482E-06,9.99981E-01,7.99950E-01
MSC_vo_01035_m02_g2_0388,2.35799E+02,1.03500E-06,2.02856E+00,2.02640E+00,6.50230E-09,2.45460E-13,7.03050E-05,9.98937E-01,7.66100E-01
MSC_vo_01035_m01_fd_0015,8.96259E+00,1.03500E-06,2.69460E+00,2.69453E+00,9.55106E-12,1.34252E-17,2.70150E-06,9.99977E-01,8.48820E-01
MSC_vo_01035_m02_g2_0594,3.60550E+02,1.03500E-06,2.02014E+00,2.01717E+00,1.52250E-08,8.77510E-13,1.07500E-04,9.98531E-01,7.69300E-01
MSC_vo_01035_m03_g1_2790,1.69385E+03,1.03500E-06,2.00732E+00,1.99953E+00,5.77850E-07,9.09880E-11,1.00000E-03,9.96120E-01,7.29900E-01
MSC_vo_01035_m02_g2_0105,6.37013E+01,1.03500E-06,2.05383E+00,2.05323E+00,4.74550E-10,4.83950E-15,1.89930E-05,9.99711E-01,7.70100E-01
MSC_vo_01035_m03_g1_7160,4.34643E+03,1.03500E-06,2.00391E+00,1.98491E+00,3.80580E-06,1.53730E-09,2.56600E-03,9.90522E-01,7.33800E-01
MSC_vo_01035_m03_g1_1435,8.71135E+02,1.03500E-06,2.01141E+00,2.00622E+00,1.15300E-07,1.23770E-11,3.54200E-04,9.97424E-01,7.48000E-01
MSC_vo_01035_m02_g2_0280,1.70054E+02,1.03500E-06,2.03330E+00,2.03175E+00,3.38700E-09,9.20690E-14,5.07020E-05,9.99240E-01,7.66200E-01
MSC_vo_01035_m02_g2_0076,4.59669E+01,1.03500E-06,2.08198E+00,2.08161E+00,2.47100E-10,1.81840E-15,1.37050E-05,9.99823E-01,7.78500E-01
MSC_vo_01035_m03_g1_1862,1.13062E+03,1.03500E-06,2.00959E+00,2.00370E+00,2.27690E-07,2.70590E-11,5.93300E-04,9.97072E-01,7.32800E-01
MSC_vo_01035_m03_g1_0932,5.65959E+02,1.03500E-06,2.01521E+00,2.01123E+00,4.03280E-08,3.39400E-12,1.87300E-04,9.98027E-01,7.54900E-01
MSC_vo_01035_m03_g1_3722,2.25960E+03,1.03500E-06,2.00604E+00,1.99585E+00,1.02860E-06,2.16000E-10,1.33400E-03,9.94920E-01,7.30900E-01
MSC_vo_01035_m02_g2_0202,1.22430E+02,1.03500E-06,2.03820E+00,2.03716E+00,1.75560E-09,3.43570E-14,3.65030E-05,9.99494E-01,7.64400E-01
MSC_vo_01035_m01_fd_0054,3.29608E+01,1.03500E-06,2.03791E+00,2.03766E+00,1.29593E-10,6.68009E-16,9.89999E-06,9.99880E-01,7.67234E-01
MSC_vo_01035_m02_g2_0145,8.82302E+01,1.03500E-06,2.05480E+00,2.05408E+00,9.11770E-10,1.28590E-14,2.63070E-05,9.99652E-01,7.64900E-01
MSC_vo_01035_m03_g1_5162,3.13362E+03,1.03500E-06,2.00486E+00,1.99097E+00,1.97820E-06,5.76100E-10,1.85000E-03,9.93071E-01,7.33300E-01
MSC_vo_01035_m01_fd_0039,2.36070E+01,1.03500E-06,2.09238E+00,2.09220E+00,6.64463E-11,2.45397E-16,7.09966E-06,9.99917E-01,7.75740E-01
MSC_vo_01035_m01_fd_0008,4.65956E+00,1.03500E-06,1.94248E+00,1.94245E+00,2.58117E-12,1.88612E-18,1.40017E-06,9.99984E-01,8.55694E-01
MTC_vo_07300_000055_fd,4.71509E-01,7.30000E-06,4.44792E-02,3.67507E-03,1.31342E-12,6.85658E-19,1.04565E-06,8.26246E-02,6.57485E-02
MTC_vo_07300_018633_g2,1.60372E+02,7.30000E-06,2.03126E+00,1.03537E+00,2.27420E-07,2.70950E-11,5.93300E-04,5.09719E-01,9.62730E-01
MTC_vo_07300_003883_g2,3.34240E+01,7.30000E-06,2.09154E+00,1.09125E+00,6.50210E-09,2.45290E-13,7.03000E-05,5.21745E-01,9.47754E-01
MTC_vo_07300_000203_fd,1.74432E+00,7.30000E-06,4.31667E-01,2.63172E-01,1.80139E-11,3.47287E-17,3.71786E-06,6.09665E-01,5.91489E-01
MTC_vo_07300_000104_fd,8.95791E-01,7.30000E-06,1.21842E-01,3.87506E-02,4.75011E-12,4.70265E-18,1.85893E-06,3.18040E-01,1.98455E-01
MTC_vo_07300_001041_fd,8.95589E+00,7.30000E-06,2.45579E+00,1.73349E+00,4.75032E-10,4.70272E-15,1.90540E-05,7.05879E-01,8.97928E-01
MTC_vo_07300_071617_g1,6.16414E+02,7.30000E-06,2.01266E+00,1.03043E+00,3.79350E-06,1.53860E-09,2.56600E-03,5.11975E-01,9.78125E-01
MTC_vo_07300_000750_fd,6.45786E+00,7.30000E-06,2.46375E+00,1.87105E+00,2.46967E-10,1.76297E-15,1.37096E-05,7.59433E-01,8.91880E-01
MTC_vo_07300_000279_fd,2.40425E+00,7.30000E-06,7.97175E-01,5.61825E-01,3.42257E-11,9.09474E-17,5.11206E-06,7.04770E-01,7.20601E-01
MTC_vo_07300_000542_fd,4.66681E+00,7.30000E-06,2.03455E+00,1.57188E+00,1.28965E-10,6.65268E-16,9.87556E-06,7.72592E-01,8.69317E-01
MTC_vo_07300_002801_g2,2.41054E+01,7.30000E-06,2.06889E+00,1.08399E+00,3.37670E-09,9.20120E-14,5.07000E-05,5.23946E-01,9.31745E-01
MTC_vo_07300_012061_g2,1.03808E+02,7.30000E-06,2.04342E+00,1.04570E+00,7.84280E-08,7.34850E-12,2.81100E-04,5.11739E-01,9.60453E-01
MTC_vo_07300_009333_g2,8.03279E+01,7.30000E-06,2.05038E+00,1.04758E+00,4.04210E-08,3.40490E-12,1.87300E-04,5.10923E-01,9.58569E-01
MTC_vo_07300_051633_g1,4.44413E+02,7.30000E-06,2.01575E+00,1.03066E+00,1.97140E-06,5.76590E-10,1.85000E-03,5.11305E-01,9.77713E-01
MTC_vo_07300_000148_fd,1.27292E+00,7.30000E-06,2.36194E-01,1.14719E-01,9.59226E-12,1.34950E-17,2.67221E-06,4.85700E-01,3.83797E-01
MTC_vo_07300_000389_fd,3.34701E+00,7.30000E-06,1.36845E+00,1.02789E+00,6.63309E-11,2.45396E-16,7.08717E-06,7.51129E-01,8.13879E-01
MTC_vo_07300_014360_g2,1.23600E+02,7.30000E-06,2.03688E+00,1.03933E+00,1.15290E-07,1.24040E-11,3.54200E-04,5.10254E-01,9.61245E-01
MTC_vo_07300_027910_g1,2.40222E+02,7.30000E-06,2.02373E+00,1.03237E+00,5.76030E-07,9.10640E-11,1.00000E-03,5.10132E-01,9.76342E-01
MTC_vo_07300_001999_fd,1.72036E+01,7.30000E-06,2.20790E+00,1.28855E+00,1.75577E-09,3.33401E-14,3.64815E-05,5.83609E-01,9.30405E-01
MTC_vo_07300_005938_g2,5.11107E+01,7.30000E-06,2.06718E+00,1.06339E+00,1.52040E-08,8.77080E-13,1.07500E-04,5.14419E-01,9.56610E-01
MTC_vo_07300_037232_g1,3.20457E+02,7.30000E-06,2.01959E+00,1.03120E+00,1.02510E-06,2.16180E-10,1.33400E-03,5.10601E-01,9.77118E-01
MTC_vo_07300_005380_g2,4.63088E+01,7.30000E-06,2.07461E+00,1.07045E+00,1.24810E-08,6.52370E-13,9.74000E-05,5.15975E-01,9.55235E-01
MTC_vo_07300_020201_g1,1.73874E+02,7.30000E-06,2.02944E+00,1.03537E+00,3.01780E-07,3.45310E-11,7.23800E-04,5.10174E-01,9.75003E-01
MTC_vo_07300_000077_fd,6.60079E-01,7.30000E-06,7.27998E-02,1.30952E-02,2.57900E-12,1.88135E-18,1.39420E-06,1.79880E-01,1.09212E-01
MTC_vo_07300_016612_g2,1.42977E+02,7.30000E-06,2.03419E+00,1.03829E+00,1.74030E-07,1.92000E-11,4.69800E-04,5.10419E-01,9.62309E-01
MTC_vo_07300_001440_fd,1.23965E+01,7.30000E-06,2.31639E+00,1.48187E+00,9.10257E-10,1.24727E-14,2.62574E-05,6.39732E-01,9.10502E-01
MSC_vo_01480_m02_g2_0388,1.64915E+02,1.48000E-06,2.04028E+00,1.82736E+00,6.50360E-09,2.45530E-13,7.03110E-05,8.95639E-01,8.15700E-01
MSC_vo_01480_m01_fd_0005,2.32566E+00,1.48000E-06,4.72311E-01,4.69547E-01,1.31472E-12,6.85636E-19,9.89307E-07,9.94149E-01,6.99202E-01
MSC_vo_01480_m03_g1_1205,5.11715E+02,1.48000E-06,2.01865E+00,1.60146E+00,7.84920E-08,7.33510E-12,2.81100E-04,7.93330E-01,8.54400E-01
MSC_vo_01480_m03_g1_1660,7.04904E+02,1.48000E-06,2.01507E+00,1.55667E+00,1.74340E-07,1.91740E-11,4.69800E-04,7.72518E-01,8.59000E-01
MSC_vo_01480_m03_g1_2020,8.57381E+02,1.48000E-06,2.01322E+00,1.54448E+00,3.02810E-07,3.45020E-11,7.23800E-04,7.67168E-01,8.55700E-01
MSC_vo_01480_m01_fd_0020,8.60382E+00,1.48000E-06,2.75144E+00,2.73919E+00,1.79985E-11,3.47295E-17,3.69812E-06,9.95548E-01,8.62581E-01
MSC_vo_01480_m02_g2_0932,3.95808E+02,1.48000E-06,2.02224E+00,1.62964E+00,4.03430E-08,3.39450E-12,1.87310E-04,8.05858E-01,8.49100E-01
MSC_vo_01480_m01_fd_0010,4.42006E+00,1.48000E-06,1.71834E+00,1.71245E+00,4.74956E-12,4.70787E-18,1.90795E-06,9.96571E-01,8.53904E-01
MSC_vo_01480_m01_fd_0028,1.18397E+01,1.48000E-06,2.45276E+00,2.43557E+00,3.40852E-11,9.05093E-17,5.11142E-06,9.92991E-01,8.30096E-01
MSC_vo_01480_m02_g2_0538,2.28451E+02,1.48000E-06,2.03273E+00,1.75530E+00,1.24800E-08,6.52680E-13,9.74000E-05,8.63516E-01,8.32000E-01
MSC_vo_01480_m01_fd_0075,3.18099E+01,1.48000E-06,2.00737E+00,1.96047E+00,2.46823E-10,1.75584E-15,1.37090E-05,9.76636E-01,7.79233E-01
MSC_vo_01480_m02_g2_0145,6.17127E+01,1.48000E-06,2.05611E+00,1.96748E+00,9.12060E-10,1.28660E-14,2.63110E-05,9.56895E-01,7.93600E-01
MSC_vo_01480_m03_g1_5162,2.19141E+03,1.48000E-06,2.00707E+00,1.27606E+00,1.97840E-06,5.76100E-10,1.85000E-03,6.35784E-01,9.29000E-01
MSC_vo_01480_m01_fd_0054,2.30187E+01,1.48000E-06,2.13002E+00,2.09613E+00,1.29182E-10,6.65268E-16,9.89307E-06,9.84093E-01,7.92323E-01
MSC_vo_01480_m01_fd_0008,3.25523E+00,1.48000E-06,1.00013E+00,9.96011E-01,2.57592E-12,1.88037E-18,1.38974E-06,9.95882E-01,7.95725E-01
MSC_vo_01480_m01_fd_0039,1.65088E+01,1.48000E-06,2.30955E+00,2.28534E+00,6.63563E-11,2.45392E-16,7.09003E-06,9.89518E-01,8.13548E-01
MSC_vo_01480_m03_g1_3722,1.58019E+03,1.48000E-06,2.00880E+00,1.36543E+00,1.02860E-06,2.16000E-10,1.33400E-03,6.79728E-01,9.04900E-01
MSC_vo_01480_m02_g2_0202,8.56346E+01,1.48000E-06,2.06282E+00,1.94259E+00,1.75620E-09,3.43770E-14,3.65100E-05,9.41713E-01,7.94500E-01
MSC_vo_01480_m03_g1_7160,3.03956E+03,1.48000E-06,2.00569E+00,1.19964E+00,3.80580E-06,1.53730E-09,2.56600E-03,5.98120E-01,9.48800E-01
MSC_vo_01480_m03_g1_1435,6.09206E+02,1.48000E-06,2.01661E+00,1.56226E+00,1.15300E-07,1.23770E-11,3.54200E-04,7.74696E-01,8.63000E-01
MSC_vo_01480_m02_g2_0280,1.18894E+02,1.48000E-06,2.04825E+00,1.88709E+00,3.38530E-09,9.20030E-14,5.06900E-05,9.21317E-01,8.03500E-01
MSC_vo_01480_m03_g1_1862,7.90672E+02,1.48000E-06,2.01396E+00,1.53253E+00,2.27690E-07,2.70590E-11,5.93300E-04,7.60957E-01,8.59800E-01
MSC_vo_01480_m02_g2_0594,2.52153E+02,1.48000E-06,2.02800E+00,1.72851E+00,1.52040E-08,8.77630E-13,1.07500E-04,8.52322E-01,8.37300E-01
MSC_vo_01480_m01_fd_0015,6.28035E+00,1.48000E-06,2.54675E+00,2.53805E+00,9.58950E-12,1.35063E-17,2.70882E-06,9.96583E-01,8.75294E-01
MSC_vo_01480_m03_g1_2790,1.18455E+03,1.48000E-06,2.01066E+00,1.44925E+00,5.78000E-07,9.09890E-11,1.00000E-03,7.20783E-01,8.81400E-01
MSC_vo_01480_m02_g2_0105,4.45853E+01,1.48000E-06,2.12321E+00,2.05818E+00,4.76060E-10,4.85170E-15,1.90090E-05,9.69373E-01,7.99900E-01
MTC_vo_00350_2_g2_001453,2.60808E+02,3.50000E-07,2.02620E+00,2.02603E+00,9.09790E-10,1.28440E-14,2.63000E-05,9.99918E-01,7.33080E-01
MTC_vo_00350_3_g1_014360,2.57794E+03,3.50000E-07,2.00598E+00,2.00581E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99914E-01,7.30647E-01
MTC_vo_00350_1_fd_000148,2.65497E+01,3.50000E-07,2.03105E+00,2.03105E+00,9.61309E-12,1.34953E-17,2.70166E-06,1.00000E+00,7.48728E-01
MTC_vo_00350_3_g1_037232,6.68381E+03,3.50000E-07,2.00317E+00,2.00270E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.99767E-01,7.13821E-01
MTC_vo_00350_3_g1_020201,3.62651E+03,3.50000E-07,2.00477E+00,2.00430E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99768E-01,7.13816E-01
MTC_vo_00350_3_g1_005380,9.65873E+02,3.50000E-07,2.01151E+00,2.01134E+00,1.25050E-08,6.52380E-13,9.74000E-05,9.99913E-01,7.53320E-01
MTC_vo_00350_3_g1_018632,3.34489E+03,3.50000E-07,2.00503E+00,2.00468E+00,2.27770E-07,2.70950E-11,5.93300E-04,9.99824E-01,7.15237E-01
MTC_vo_00350_3_g1_016611,2.98208E+03,3.50000E-07,2.00543E+00,2.00521E+00,1.74220E-07,1.92000E-11,4.69800E-04,9.99889E-01,7.21958E-01
MTC_vo_00350_3_g1_002801,5.02769E+02,3.50000E-07,2.01779E+00,2.01762E+00,3.38820E-09,9.20120E-14,5.07000E-05,9.99917E-01,7.53133E-01
MTC_vo_00350_2_g2_000547,9.81737E+01,3.50000E-07,2.05974E+00,2.05964E+00,1.28800E-10,6.85050E-16,9.90000E-06,9.99950E-01,7.30771E-01
MTC_vo_00350_3_g1_012061,2.16514E+03,3.50000E-07,2.00672E+00,2.00657E+00,7.86110E-08,7.34850E-12,2.81100E-04,9.99924E-01,7.33226E-01
MTC_vo_00350_2_g2_001050,1.88414E+02,3.50000E-07,2.03534E+00,2.03524E+00,4.74820E-10,4.84260E-15,1.90000E-05,9.99952E-01,7.31576E-01
MTC_vo_00350_3_g1_027910,5.01035E+03,3.50000E-07,2.00384E+00,2.00339E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.99773E-01,7.13770E-01
MTC_vo_00350_3_g1_005938,1.06603E+03,3.50000E-07,2.01078E+00,2.01062E+00,1.52320E-08,8.77100E-13,1.07500E-04,9.99922E-01,7.53055E-01
MTC_vo_00350_1_fd_000203,3.63817E+01,3.50000E-07,2.14803E+00,2.14803E+00,1.80537E-11,3.47290E-17,3.69876E-06,1.00000E+00,7.59575E-01
MTC_vo_00350_3_g1_071617,1.28566E+04,3.50000E-07,2.00205E+00,2.00158E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.99766E-01,7.13768E-01
MTC_vo_00350_1_fd_000055,9.83422E+00,3.50000E-07,2.54996E+00,2.54996E+00,1.31482E-12,6.85636E-19,1.00268E-06,1.00000E+00,8.14294E-01
MTC_vo_00350_3_g1_009333,1.67541E+03,3.50000E-07,2.00797E+00,2.00791E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99970E-01,7.37302E-01
MTC_vo_00350_3_g1_003883,6.97129E+02,3.50000E-07,2.01431E+00,2.01416E+00,6.51420E-09,2.45290E-13,7.03000E-05,9.99924E-01,7.52958E-01
MTC_vo_00350_3_g1_051633,9.26918E+03,3.50000E-07,2.00255E+00,2.00208E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.99767E-01,7.13821E-01
MTC_vo_00350_1_fd_000077,1.37673E+01,3.50000E-07,2.34927E+00,2.34927E+00,2.57792E-12,1.88133E-18,1.39818E-06,1.00000E+00,7.87629E-01
MTC_vo_00350_2_g2_000282,5.05745E+01,3.50000E-07,2.09098E+00,2.09094E+00,3.41880E-11,9.36550E-17,5.10000E-06,9.99982E-01,7.58744E-01
MTC_vo_00350_1_fd_000104,1.86836E+01,3.50000E-07,2.22631E+00,2.22631E+00,4.75482E-12,4.70265E-18,1.89951E-06,1.00000E+00,7.70394E-01
MTC_vo_00350_2_g2_000392,7.04081E+01,3.50000E-07,2.07199E+00,2.07193E+00,6.62590E-11,2.52700E-16,7.10000E-06,9.99967E-01,7.42982E-01
MTC_vo_00350_2_g2_000757,1.35856E+02,3.50000E-07,2.04554E+00,2.04544E+00,2.46660E-10,1.81540E-15,1.37000E-05,9.99953E-01,7.26494E-01
MTC_vo_00350_3_g1_002016,3.61954E+02,3.50000E-07,2.02215E+00,2.02197E+00,1.75600E-09,3.43320E-14,3.65000E-05,9.99910E-01,7.53151E-01
MTC_vo_01240_1_fd_000104,5.27371E+00,1.24000E-06,2.21943E+00,2.21925E+00,4.74651E-12,4.70291E-18,1.89458E-06,9.99918E-01,8.64168E-01
MTC_vo_01240_1_fd_000077,3.88599E+00,1.24000E-06,1.43703E+00,1.43690E+00,2.57667E-12,1.88141E-18,1.40120E-06,9.99910E-01,8.31399E-01
MTC_vo_01240_3_g1_051633,2.61630E+03,1.24000E-06,2.00694E+00,1.95030E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.71779E-01,7.46007E-01
MTC_vo_01240_3_g1_009333,4.72898E+02,1.24000E-06,2.02170E+00,2.00493E+00,4.04460E-08,3.40490E-12,1.87300E-04,9.91705E-01,7.60515E-01
MTC_vo_01240_1_fd_000055,2.77579E+00,1.24000E-06,7.38948E-01,7.38862E-01,1.31472E-12,6.85636E-19,1.00650E-06,9.99883E-01,7.52957E-01
MTC_vo_01240_3_g1_071617,3.62889E+03,1.24000E-06,2.00558E+00,1.92852E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.61578E-01,7.50847E-01
MTC_vo_01240_1_fd_000203,1.02692E+01,1.24000E-06,2.57440E+00,2.57402E+00,1.79983E-11,3.47305E-17,3.69049E-06,9.99853E-01,8.37978E-01
MTC_vo_01240_2_g2_005380,2.72626E+02,1.24000E-06,2.02996E+00,2.01935E+00,1.24780E-08,6.52380E-13,9.74000E-05,9.94775E-01,7.54662E-01
MTC_vo_01240_3_g1_027910,1.41421E+03,1.24000E-06,2.01046E+00,1.97904E+00,5.76460E-07,9.10640E-11,1.00000E-03,9.84374E-01,7.39922E-01
MTC_vo_01240_1_fd_000542,2.74739E+01,1.24000E-06,2.03827E+00,2.03722E+00,1.29250E-10,6.65267E-16,9.90708E-06,9.99484E-01,7.73575E-01
MTC_vo_01240_2_g2_001050,5.31818E+01,1.24000E-06,2.10744E+00,2.10534E+00,4.74500E-10,4.84270E-15,1.90000E-05,9.99004E-01,7.71911E-01
MTC_vo_01240_3_g1_012061,6.11128E+02,1.24000E-06,2.01829E+00,1.99962E+00,7.86200E-08,7.34850E-12,2.81100E-04,9.90749E-01,7.56282E-01
MTC_vo_01240_1_fd_000750,3.80182E+01,1.24000E-06,2.13510E+00,2.13362E+00,2.47499E-10,1.76299E-15,1.36962E-05,9.99307E-01,7.79305E-01
MTC_vo_01240_3_g1_016611,8.41717E+02,1.24000E-06,2.01478E+00,1.99280E+00,1.74250E-07,1.92000E-11,4.69800E-04,9.89094E-01,7.46231E-01
MTC_vo_01240_2_g2_002801,1.41911E+02,1.24000E-06,2.05208E+00,2.04652E+00,3.37800E-09,9.20120E-14,5.07000E-05,9.97291E-01,7.45528E-01
MTC_vo_01240_3_g1_020201,1.02361E+03,1.24000E-06,2.01297E+00,1.98996E+00,3.01750E-07,3.45310E-11,7.23800E-04,9.88572E-01,7.37778E-01
MTC_vo_01240_3_g1_018632,9.44123E+02,1.24000E-06,2.01369E+00,1.98988E+00,2.27780E-07,2.70950E-11,5.93300E-04,9.88179E-01,7.39417E-01
MTC_vo_01240_2_g2_005938,3.00896E+02,1.24000E-06,2.03221E+00,2.02056E+00,1.52000E-08,8.77100E-13,1.07500E-04,9.94269E-01,7.56037E-01
MTC_vo_01240_1_fd_000279,1.41540E+01,1.24000E-06,2.35292E+00,2.35239E+00,3.42138E-11,9.09467E-17,5.09169E-06,9.99774E-01,8.12043E-01
MTC_vo_01240_3_g1_037232,1.88656E+03,1.24000E-06,2.00863E+00,1.96719E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.79371E-01,7.42262E-01
MTC_vo_01240_2_g2_003883,1.96770E+02,1.24000E-06,2.03902E+00,2.03138E+00,6.50040E-09,2.45290E-13,7.03000E-05,9.96256E-01,7.53226E-01
MTC_vo_01240_2_g2_002016,1.02164E+02,1.24000E-06,2.06217E+00,2.05815E+00,1.75080E-09,3.43320E-14,3.65000E-05,9.98054E-01,7.47867E-01
MTC_vo_01240_1_fd_000389,1.97043E+01,1.24000E-06,2.23590E+00,2.23515E+00,6.64146E-11,2.45401E-16,7.10468E-06,9.99665E-01,7.95221E-01
MTC_vo_01240_3_g1_014360,7.27645E+02,1.24000E-06,2.01628E+00,1.99490E+00,1.15400E-07,1.24040E-11,3.54200E-04,9.89395E-01,7.54128E-01
MTC_vo_01240_1_fd_000148,7.49397E+00,1.24000E-06,2.76786E+00,2.76759E+00,9.58435E-12,1.34959E-17,2.70372E-06,9.99903E-01,8.68761E-01
MTC_vo_01240_2_g2_001453,7.36151E+01,1.24000E-06,2.07926E+00,2.07635E+00,9.09150E-10,1.28440E-14,2.63000E-05,9.98597E-01,7.57353E-01
MTC_vo_00950_3_g1_016611,1.09866E+03,9.50000E-07,2.00985E+00,2.00821E+00,1.74250E-07,1.92000E-11,4.69800E-04,9.99184E-01,7.37904E-01
MTC_vo_00950_2_g2_002801,1.85231E+02,9.50000E-07,2.03197E+00,2.03141E+00,3.38100E-09,9.20120E-14,5.07000E-05,9.99726E-01,7.46515E-01
MTC_vo_00950_3_g1_018632,1.23233E+03,9.50000E-07,2.00912E+00,2.00724E+00,2.27780E-07,2.70950E-11,5.93300E-04,9.99063E-01,7.30935E-01
MTC_vo_00950_3_g1_005380,3.55848E+02,9.50000E-07,2.02088E+00,2.02006E+00,1.25040E-08,6.52380E-13,9.74000E-05,9.99595E-01,7.68115E-01
MTC_vo_00950_3_g1_020201,1.33608E+03,9.50000E-07,2.00864E+00,2.00670E+00,3.02000E-07,3.45310E-11,7.23800E-04,9.99033E-01,7.29439E-01
MTC_vo_00950_1_fd_000279,1.84749E+01,9.50000E-07,2.26798E+00,2.26794E+00,3.42583E-11,9.09495E-17,5.09535E-06,9.99985E-01,7.94711E-01
MTC_vo_00950_2_g2_003883,2.56837E+02,9.50000E-07,2.02286E+00,2.02221E+00,6.50040E-09,2.45290E-13,7.03000E-05,9.99679E-01,7.48433E-01
MTC_vo_00950_3_g1_037232,2.46246E+03,9.50000E-07,2.00575E+00,2.00256E+00,1.02580E-06,2.16180E-10,1.33400E-03,9.98410E-01,7.29850E-01
MTC_vo_00950_2_g2_002016,1.33351E+02,9.50000E-07,2.03931E+00,2.03898E+00,1.75080E-09,3.43320E-14,3.65000E-05,9.99838E-01,7.40728E-01
MTC_vo_00950_1_fd_000389,2.57191E+01,9.50000E-07,2.05505E+00,2.05500E+00,6.64625E-11,2.45394E-16,7.10627E-06,9.99976E-01,7.70071E-01
MTC_vo_00950_1_fd_000148,9.78139E+00,9.50000E-07,2.61176E+00,2.61174E+00,9.58357E-12,1.34950E-17,2.70643E-06,9.99993E-01,8.37981E-01
MTC_vo_00950_3_g1_014360,9.49769E+02,9.50000E-07,2.01085E+00,2.00930E+00,1.15390E-07,1.24040E-11,3.54200E-04,9.99230E-01,7.46024E-01
MTC_vo_00950_2_g2_001453,9.60871E+01,9.50000E-07,2.04797E+00,2.04775E+00,9.09000E-10,1.28440E-14,2.63000E-05,9.99896E-01,7.44349E-01
MTC_vo_00950_2_g2_000757,5.00521E+01,9.50000E-07,2.08279E+00,2.08265E+00,2.46700E-10,1.81540E-15,1.37000E-05,9.99934E-01,7.70535E-01
MTC_vo_00950_1_fd_000104,6.88351E+00,9.50000E-07,2.73182E+00,2.73181E+00,4.74614E-12,4.70278E-18,1.90508E-06,9.99996E-01,8.68623E-01
MTC_vo_00950_1_fd_000077,5.07218E+00,9.50000E-07,2.16944E+00,2.16943E+00,2.57680E-12,1.88135E-18,1.40613E-06,9.99996E-01,8.59706E-01
MTC_vo_00950_3_g1_051633,3.41496E+03,9.50000E-07,2.00462E+00,2.00036E+00,1.97290E-06,5.76590E-10,1.85000E-03,9.97874E-01,7.30006E-01
MTC_vo_00950_3_g1_009333,6.17256E+02,9.50000E-07,2.01446E+00,2.01330E+00,4.04360E-08,3.40490E-12,1.87300E-04,9.99423E-01,7.53436E-01
MTC_vo_00950_3_g1_071617,4.73666E+03,9.50000E-07,2.00372E+00,1.99798E+00,3.79560E-06,1.53860E-09,2.56600E-03,9.97139E-01,7.30424E-01
MTC_vo_00950_1_fd_000055,3.62308E+00,9.50000E-07,1.30926E+00,1.30926E+00,1.31466E-12,6.85606E-19,9.97901E-07,9.99996E-01,8.17647E-01
MTC_vo_00950_1_fd_000203,1.34038E+01,9.50000E-07,2.37316E+00,2.37314E+00,1.80076E-11,3.47290E-17,3.70433E-06,9.99989E-01,8.09784E-01
